hostid,host,class,HST_1,HST_2,HST_3,HST_4,HST_5,HST_6
7384,www.indigogroup.co.uk,nonspam,106,3,5.245283019,0.037735849,0.267823,1.719480519
7388,www.indymedia.org.uk,nonspam,5079,2,4.888954519,0.807245521,0.216755,2.840725615
7390,www.inf.aber.ac.uk,nonspam,227,4,5.911894273,0.074889868,0.0659006,2.194405594
7391,www.inf.ed.ac.uk,nonspam,250,9,6.212,0.328,0.181765,2.060571429
7393,www.inference.phy.cam.ac.uk,nonspam,85,10,4.023529412,0.164705882,0.377483,1.503521127
7394,www.infinityplus.co.uk,nonspam,1050,8,4.822857143,0.134285714,0.19679,2.315909091
7395,www.infj.ulst.ac.uk,nonspam,478,4,5.49790795,0.062761506,0.257118,2.921919097
7399,www.info4local.gov.uk,nonspam,340,0,5.276470588,0.058823529,0.08132,2.282352941
7401,www.infolaw.co.uk,nonspam,396,7,6.775252525,1.027777778,0.265486,2.684394071
7404,www.infopt.demon.co.uk,nonspam,140,3,5.257142857,0.035714286,0.124873,1.867803838
7406,www.informatics.ed.ac.uk,nonspam,10,3,5.8,0.1,0.252174,0.747252747
7407,www.informatics.manchester.ac.uk,nonspam,212,14,5.995283019,0.16509434,0.194849,2.068340307
7408,www.informatics.nhs.uk,nonspam,875,3,5.278857143,0.373714286,0.177068,2.535302261
7413,www.informationcommissioner.gov.uk,nonspam,6,2,4.666666667,0,0.181818,0.523076923
7417,www.infotel.co.uk,nonspam,709,9,5.401974612,0.287729196,0.101575,2.123012161
7418,www.inghams.co.uk,nonspam,210,11,5.104761905,0,0.103266,2.084552846
7421,www.inkcycle.co.uk,nonspam,973,2,5.299075026,0.647482014,0.109191,3.190525768
7424,www.inkmasters.co.uk,nonspam,469,15,5.057569296,1.515991471,0.106482,2.476896251
7425,www.inkraider.co.uk,nonspam,356,9,4.70505618,0.856741573,0.0457188,2.176848875
7426,www.inlandrevenue.gov.uk,nonspam,10,2,5,0.1,0.337838,0.697674419
7428,www.innogen.ac.uk,nonspam,347,1,5.501440922,0.262247839,0.227289,2.205278592
7429,www.innogen.ed.ac.uk,nonspam,292,1,5.54109589,0.270547945,0.202225,2.182857143
7431,www.innovation.gov.uk,nonspam,467,1,5.13490364,0.241970021,0.0654351,2.444539249
7432,www.inntravel.co.uk,nonspam,243,34,4.855967078,0.551440329,0.0631117,2.395622896
7433,www.inportsmouth.co.uk,nonspam,889,9,4.510686164,0.244094488,0.237883,2.289252336
7434,www.inside-scotland.co.uk,nonspam,22,3,4.772727273,0.045454545,0.325077,1.024193548
7435,www.insidecareers.co.uk,nonspam,448,10,5.993303571,0,0.192211,3.108134921
7436,www.insideout.co.uk,nonspam,12,9,4.666666667,0.083333333,0.0444797,0.747252747
7437,www.insolvency.gov.uk,nonspam,264,4,5.890151515,0.132575758,0.0730939,2.335044929
7438,www.inspired-bathrooms.co.uk,nonspam,117,0,5.435897436,0.666666667,0.0606986,1.771764706
7439,www.inspiredheating.co.uk,nonspam,203,0,5.231527094,0.024630542,0.120395,2.084019769
7445,www.insurance-central-uk.co.uk,nonspam,2278,13,5.253292362,0.007901668,0.0806929,3.403010033
7462,www.integrativebiology.ox.ac.uk,nonspam,430,8,5.897674419,0.21627907,0.281278,2.29034749
7463,www.intellectual-property.gov.uk,nonspam,270,4,4.866666667,0.725925926,0.0923726,2.002528445
7464,www.inter-city-finance.co.uk,nonspam,344,3,6.00872093,0.139534884,0.122322,2.54056902
7467,www.interflora.co.uk,nonspam,2108,6,5.025142315,0.149905123,0.161876,3.891237745
7470,www.internet-guide.co.uk,nonspam,169,2,5.189349112,0.769230769,0.0983515,1.912248629
7478,www.intotheblue.co.uk,nonspam,6,2,4.666666667,0,0.195804,0.523076923
7479,www.intranet.ls.man.ac.uk,nonspam,10,2,4.6,0.1,0.310811,0.7
7480,www.intranet.ucl.ac.uk,nonspam,187,2,5.647058824,0.374331551,0.182573,2.332082552
7481,www.intstudies.cam.ac.uk,nonspam,186,4,5.543010753,0.252688172,0.159499,2.055743243
7482,www.inverness-courier.co.uk,nonspam,10,2,5,0.1,0.310559,0.697674419
7484,www.investegate.co.uk,nonspam,708,3,4.75,0.649717514,0.0594705,2.491432069
7485,www.io-design.org.uk,nonspam,282,2,5.865248227,0.063829787,0.139062,2.834553441
7486,www.ioe.ac.uk,nonspam,7,7,6,0,0.0283019,0.597560976
7487,www.ioe.mmu.ac.uk,nonspam,325,5,5.233846154,0.027692308,0.102954,2.054766734
7488,www.ioe.stir.ac.uk,nonspam,232,3,4.607758621,0.107758621,0.074329,2.168333333
7489,www.iofilm.co.uk,nonspam,441,5,4.514739229,0.351473923,0.0792312,2.003294893
7491,www.ion.ucl.ac.uk,nonspam,613,8,5.747145188,0.127243067,0.215355,2.62103929
7493,www.iosh.co.uk,nonspam,329,9,5.319148936,0.52887538,0.105664,2.014534884
7497,www.ipf.co.uk,nonspam,10,2,4.6,0.1,0.323944,0.7
7500,www.ipoddirectory.co.uk,nonspam,18,3,4.5,0.166666667,0.0860786,0.942857143
7503,www.ippp.dur.ac.uk,nonspam,6,6,7.166666667,0,0.134375,0.590361446
7504,www.ippr.org.uk,nonspam,309,7,5.210355987,0.796116505,0.16894,2.173272933
7505,www.iprs.ed.ac.uk,nonspam,520,4,5.557692308,1.076923077,0.112416,2.288590604
7506,www.ipswich.gov.uk,nonspam,224,6,5.397321429,0.102678571,0.0768009,2.053008596
7508,www.ir.gov.uk,nonspam,10,2,5,0.1,0.337838,0.697674419
7510,www.irishmegaliths.org.uk,nonspam,439,9,4.232346241,0.088838269,0.135245,2.146728972
7511,www.irr.org.uk,nonspam,1817,6,5.114474408,0.013208586,0.202789,2.663629825
7512,www.irs.aber.ac.uk,nonspam,265,6,4.830188679,0.01509434,0.0702024,1.990979381
7513,www.is.bangor.ac.uk,nonspam,1330,6,4.912781955,0.047368421,0.30463,2.934328358
7515,www.is.stir.ac.uk,nonspam,179,5,5.078212291,0.083798883,0.0702527,1.912126538
7516,www.isca.ox.ac.uk,nonspam,9,9,6.444444444,0,0.0529197,0.72826087
7517,www.iscfsi.bbk.ac.uk,nonspam,199,10,5.311557789,0.16080402,0.248999,2.086378738
7518,www.isd.salford.ac.uk,nonspam,345,0,6.069565217,0.434782609,0.168004,2.370262391
7519,www.iser.essex.ac.uk,nonspam,505,6,5.144554455,0.273267327,0.133149,2.274926686
7524,www.isis.rl.ac.uk,nonspam,150,6,5.173333333,0.08,0.0440759,1.747169811
7525,www.islington.gov.uk,nonspam,291,2,5.439862543,0.563573883,0.0972897,2.015053763
7526,www.iso.port.ac.uk,nonspam,108,5,5.398148148,0.453703704,0.143243,1.780927835
7527,www.ispguides.co.uk,nonspam,549,1,5.322404372,0.225865209,0.0673163,2.653669725
7528,www.ispreview.co.uk,nonspam,1338,9,4.757100149,0.611360239,0.158432,2.679304348
7529,www.iss.soton.ac.uk,nonspam,5,6,6.8,0,0.132812,0.527027027
7530,www.istructe.org.uk,nonspam,1152,7,5.297743056,0.134548611,0.175985,3.718605843
7531,www.isu.mmu.ac.uk,nonspam,276,4,4.945652174,0.528985507,0.229566,2.114690722
7533,www.isuzu.co.uk,nonspam,238,0,4.949579832,0.453781513,0.0973876,2.792899408
7534,www.isvr.soton.ac.uk,nonspam,185,0,5.686486486,0.210810811,0.0689565,1.982371795
7540,www.itchyleeds.co.uk,nonspam,341,10,4.894428152,0.11143695,0.0546783,2.182410423
7542,www.itd.clrc.ac.uk,nonspam,152,4,4.993421053,0.440789474,0.142965,1.705992509
7543,www.itf.org.uk,nonspam,10,2,5,0.1,0.331126,0.697674419
7545,www.itn.co.uk,nonspam,139,3,4.899280576,1.273381295,0.0798172,1.6700611
7546,www.itpdirect.co.uk,nonspam,46,3,4.97826087,0,0.0364534,1.368159204
7547,www.itreviews.co.uk,nonspam,1527,8,4.743942371,0.419777341,0.261271,2.683904529
7548,www.itri.brighton.ac.uk,nonspam,8,2,4.5,0.125,0.159292,0.556962025
7549,www.itri.bton.ac.uk,nonspam,8,2,4.5,0.125,0.159292,0.556962025
7552,www.its.leeds.ac.uk,nonspam,418,6,6.066985646,0.636363636,0.17538,2.437293729
7553,www.its.strath.ac.uk,nonspam,46,2,5.630434783,0.630434783,0.0454466,1.480582524
7554,www.itservices.manchester.ac.uk,nonspam,382,7,5.015706806,0.277486911,0.189122,2.463022508
7555,www.itv-football.co.uk,nonspam,1826,4,4.646768894,0.042168675,0.13452,2.891475042
7556,www.itweek.co.uk,nonspam,1440,10,4.968055556,0.367361111,0.0988231,2.413367032
7560,www.ivojo.co.uk,nonspam,381,6,5.010498688,0.902887139,0.144545,2.12037037
7563,www.iwar.org.uk,nonspam,722,6,5.592797784,0.264542936,0.07823,2.479166667
7564,www.iwebsolutions.co.uk,nonspam,451,12,5.43902439,0.286031042,0.205169,2.567639257
7565,www.iwm.org.uk,nonspam,586,6,4.774744027,1.013651877,0.169084,2.338631652
7566,www.iwr.co.uk,nonspam,718,11,4.637883008,0.192200557,0.0976683,2.309184256
7567,www.izito.co.uk,nonspam,88,1,5,0.136363636,0.0685786,1.777777778
7570,www.jaffakree.pwp.blueyonder.co.uk,nonspam,12,0,5.916666667,0.166666667,0.331776,0.83
7572,www.jamesbondmm.co.uk,nonspam,381,5,5.026246719,0,0.126779,2.116129032
7576,www.japanesestudies.org.uk,nonspam,120,4,5.208333333,0.2,0.0657479,1.609071274
7578,www.jasonshankey.co.uk,nonspam,745,0,5.181208054,0.382550336,0.0845231,2.377387713
7579,www.jaspercooper.co.uk,nonspam,58,6,5.293103448,0,0.0666377,1.644144144
7580,www.jazzcatz.co.uk,nonspam,19,2,3.789473684,0.052631579,0.241611,0.8125
7581,www.jazzservices.org.uk,nonspam,106,6,5.5,0,0.25249,2.113496933
7583,www.jb.man.ac.uk,nonspam,1013,3,5.122408687,0.094768016,0.40147,2.593893768
7584,www.jbs.cam.ac.uk,nonspam,291,6,5.75257732,0.099656357,0.198153,2.122030238
7586,www.jdsports.co.uk,nonspam,553,11,5.497287523,0.182640145,0.118927,3.132519616
7587,www.jellybabys.co.uk,nonspam,390,11,4.61025641,0.915384615,0.0682301,2.046772685
7590,www.jerseymason.org.uk,nonspam,123,3,4.886178862,0,0.189053,1.774509804
7592,www.jesterscomedyclub.co.uk,nonspam,849,5,4.991755006,0.027090695,0.383773,3.001179941
7593,www.jesus.cam.ac.uk,nonspam,239,3,4.753138075,0.209205021,0.267231,2.141744548
7594,www.jesus.org.uk,nonspam,66,7,5.5,0,0.065952,1.743902439
7600,www.jgsgb.org.uk,nonspam,2261,9,4.532950022,0.017249005,0.400101,5.937351685
7601,www.jic.ac.uk,nonspam,10,2,5,0.1,0.30303,0.697674419
7602,www.jic.bbsrc.ac.uk,nonspam,10,2,5,0.1,0.30303,0.697674419
7603,www.jims.cam.ac.uk,nonspam,21,2,3.476190476,0.047619048,0.259786,0.839285714
7605,www.jisc.ac.uk,nonspam,292,7,5.650684932,0.140410959,0.0557018,2.295508274
7606,www.jisclegal.ac.uk,nonspam,125,26,6.168,1.896,0.069799,2.004474273
7607,www.jiscmail.ac.uk,nonspam,351,3,4.786324786,0.35042735,0.0553141,2.031
7610,www.jla-computers.co.uk,nonspam,439,9,5.129840547,0.127562642,0.123594,2.178947368
7611,www.jncc.gov.uk,nonspam,6,2,4.666666667,0,0.178344,0.523076923
7612,www.job-find-uk.co.uk,nonspam,468,13,4.89957265,0.94017094,0.364605,2.182608696
7613,www.jobcentreplus.gov.uk,nonspam,10,2,5,0.1,0.310559,0.697674419
7615,www.jobs.ac.uk,nonspam,285,15,5.2,0.452631579,0.116583,2.042774566
7616,www.jobs.ed.ac.uk,nonspam,166,6,4.602409639,0.006024096,0.117232,2.035010941
7617,www.jobs.nhs.uk,nonspam,280,7,4.475,0.175,0.16021,2.237956204
7618,www.jobs.soton.ac.uk,nonspam,36,2,3.055555556,0.027777778,0.298913,1.013888889
7619,www.jobs1.co.uk,nonspam,798,9,5.067669173,0.037593985,0.181687,2.353913466
7622,www.jobsearch.co.uk,nonspam,651,9,6.159754224,0.121351767,0.116438,2.275878906
7623,www.jobsin.co.uk,nonspam,632,9,6.022151899,0.15664557,0.105825,2.278234086
7624,www.jobsite.co.uk,nonspam,1069,12,5.315247895,0.351730589,0.22159,2.706896552
7625,www.joelee.co.uk,nonspam,240,3,4.833333333,0.108333333,0.161763,2.037845706
7626,www.joh.cam.ac.uk,nonspam,40,3,5.15,2.375,0.041921,1.255102041
7629,www.johnsmith.co.uk,nonspam,10,2,4.6,0.1,0.348485,0.7
7630,www.joke.co.uk,nonspam,1678,14,4.7318236,0.229439809,0.197321,2.746430611
7633,www.jolt.co.uk,nonspam,1343,8,4.805658972,0.029784066,0.12143,2.420676808
7634,www.jordans-retail.freeserve.co.uk,nonspam,8,2,4.5,0.125,0.157205,0.556962025
7637,www.journals.royalsoc.ac.uk,nonspam,6,2,4.666666667,0,0.212121,0.523076923
7640,www.jpleisure.co.uk,nonspam,1229,2,5.337672905,0.591537836,0.119549,2.820057929
7642,www.jrf.org.uk,nonspam,279,9,5.218637993,0.76702509,0.113237,2.187894073
7643,www.jstor.ac.uk,nonspam,8,2,4.5,0.125,0.178218,0.556962025
7651,www.justfax.co.uk,nonspam,975,58,5.205128205,0.081025641,0.0991521,2.515592516
7656,www.justyou.co.uk,nonspam,304,7,4.766447368,0.134868421,0.0790594,1.971878515
7657,www.kamera.co.uk,nonspam,2817,4,4.760738374,0.220447284,0.254923,2.81004329
7658,www.karaokeinfo.co.uk,nonspam,10,2,4.6,0.1,0.335766,0.7
7661,www.kcl.ac.uk,nonspam,216,0,5.416666667,0.060185185,0.0685252,1.857908847
7665,www.keele.ac.uk,nonspam,68,3,4.970588235,1.147058824,0.0274774,1.444839858
7667,www.kelkoo.co.uk,nonspam,663,13,5.156862745,0.693815988,0.0827524,2.275362319
7669,www.kellner.eclipse.co.uk,nonspam,57,3,2.929824561,0.842105263,0.189773,1.251396648
7671,www.kent-esites.co.uk,nonspam,1899,14,4.477093207,0.06266456,0.1006,3.02530541
7672,www.kent.ac.uk,nonspam,145,10,5.35862069,0.324137931,0.0615982,1.783365571
7673,www.kent.gov.uk,nonspam,174,3,5.655172414,1.67816092,0.0558647,1.936454849
7674,www.kent.police.uk,nonspam,474,4,5.23628692,0.516877637,0.0917323,2.300389105
7675,www.kentambulance.nhs.uk,nonspam,10,2,4.6,0.1,0.338235,0.7
7676,www.kentandmedway.nhs.uk,nonspam,245,16,5,0.342857143,0.0956433,2.058823529
7677,www.kentarchaeology.org.uk,nonspam,406,5,5.041871921,0.07635468,0.202453,2.271296296
7678,www.kented.org.uk,nonspam,55,2,4.509090909,0.018181818,0.194815,1.311688312
7679,www.kenyabirds.org.uk,nonspam,1688,2,4.548578199,0.087085308,0.485949,2.503608661
7680,www.kerrier.gov.uk,nonspam,784,6,5.200255102,0.140306122,0.140325,2.514743921
7681,www.kesgrave.suffolk.sch.uk,nonspam,2250,7,4.860444444,0.033777778,0.299051,4.914647782
7683,www.keynsham.co.uk,nonspam,100,2,4.29,0.14,0.285239,1.622699387
7685,www.kfmotorsales.co.uk,nonspam,429,19,4.815850816,0.006993007,0.142512,1.992811502
7690,www.kingkong.demon.co.uk,nonspam,573,9,4.54973822,0.07504363,0.478173,2.184065934
7691,www.kings.cam.ac.uk,nonspam,38,3,6.052631579,0.5,0.0499349,1.381443299
7693,www.kingsfund.org.uk,nonspam,362,6,5.080110497,0.687845304,0.104447,2.120423892
7694,www.kingshiway.co.uk,nonspam,255,5,4.674509804,0.011764706,0.0831763,2.006934813
7695,www.kingshiway.f9.co.uk,nonspam,361,18,4.520775623,0.008310249,0.116513,1.965483235
7696,www.kingston.ac.uk,nonspam,95,5,5.6,0.294736842,0.0402847,1.717808219
7697,www.kingston.gov.uk,nonspam,898,3,4.949888641,0.293986637,0.155289,2.341367222
7704,www.kitchenguide.co.uk,nonspam,526,2,5.27756654,0.235741445,0.0641346,2.581704457
7706,www.kitsch.co.uk,nonspam,480,0,4.88125,0.395833333,0.0805736,2.212382445
7707,www.knaresborough.co.uk,nonspam,553,39,5.453887884,0.063291139,0.210277,2.376165113
7710,www.knighton-tools.co.uk,nonspam,1284,8,4.496105919,0.503115265,0.238652,2.814918229
7711,www.knowhere.co.uk,nonspam,229,3,4.860262009,0.240174672,0.273263,1.979351032
7712,www.knowledge.co.uk,nonspam,212,7,5.160377358,0.339622642,0.253828,1.892753623
7713,www.knowledgenetwork.gov.uk,nonspam,17,4,5.470588235,0,0.0916256,0.916666667
7714,www.knowsley.gov.uk,nonspam,320,7,5.403125,0.371875,0.093901,2.121118012
7716,www.kogan-page.co.uk,nonspam,550,10,5.834545455,0.481818182,0.0644649,2.482826948
7717,www.kompass.co.uk,nonspam,184,7,6.043478261,0.10326087,0.109052,1.709762533
7718,www.komplett.co.uk,nonspam,10,2,4.6,0.1,0.294872,0.7
7720,www.kpmg.co.uk,nonspam,1130,5,4.93539823,0.008849558,0.0802793,2.427433949
7722,www.kpopmusic.co.uk,nonspam,846,18,4.496453901,0.374704492,0.0926021,2.347299344
7724,www.kresy.co.uk,nonspam,230,11,4.691304348,0.156521739,0.102929,1.875358166
7728,www.kuoni.co.uk,nonspam,276,10,5.007246377,0.579710145,0.0626985,1.810043668
7729,www.kustompcs.co.uk,nonspam,310,2,5.451612903,1,0.0897361,1.93236715
7730,www.kwikbreaks.co.uk,nonspam,667,9,5.308845577,0.163418291,0.226885,2.301969365
7732,www.la-hq.org.uk,nonspam,159,4,5.672955975,0.289308176,0.126331,2.005671078
7735,www.labtestsonline.org.uk,nonspam,826,5,5.504842615,0.134382567,0.142553,2.212932455
7736,www.laithwaites.co.uk,nonspam,10,2,4.6,0.1,0.282209,0.7
7737,www.lambeth.gov.uk,nonspam,361,0,5.390581717,0.806094183,0.0732185,2.335020243
7738,www.lamp.ac.uk,nonspam,152,4,5.657894737,0.769736842,0.0882957,1.756944444
7741,www.lancashirepartnership.co.uk,nonspam,179,2,5.82122905,0.011173184,0.146823,2.101549053
7742,www.lancaster.ac.uk,nonspam,124,6,6.008064516,1.274193548,0.0799099,1.727634195
7744,www.lancs.ac.uk,nonspam,124,6,6.008064516,1.274193548,0.0799099,1.727634195
7745,www.lancsngfl.ac.uk,nonspam,740,8,5.471621622,0.108108108,0.150705,2.482633489
7746,www.landecon.cam.ac.uk,nonspam,266,6,5.304511278,0.191729323,0.135218,2.117424242
7748,www.landreg.gov.uk,nonspam,562,22,4.957295374,0.195729537,0.101122,2.307374225
7749,www.landregistry.gov.uk,nonspam,562,22,4.957295374,0.195729537,0.101122,2.307374225
7750,www.landsend.co.uk,nonspam,412,0,4.558252427,0.148058252,0.0747522,2.122335496
7752,www.lang.soton.ac.uk,nonspam,488,6,5.010245902,0.325819672,0.202871,2.506837607
7753,www.langhalegardens.co.uk,nonspam,443,0,5.101580135,0.006772009,0.0582564,2.960569551
7754,www.languages.salford.ac.uk,nonspam,507,0,5.453648915,0.067061144,0.190598,2.58044164
7755,www.laoffice.co.uk,nonspam,310,8,5.912903226,0.164516129,0.0590814,2.171225937
7761,www.lapwing.org.uk,nonspam,77,2,5.350649351,0.012987013,0.146567,1.635451505
7763,www.lastnightoffreedom.co.uk,nonspam,457,12,4.79868709,0.735229759,0.204266,2.555448409
7764,www.lastrefuge.co.uk,nonspam,56,0,5.482142857,0.160714286,0.0964802,1.469635628
7767,www.latin-american.cam.ac.uk,nonspam,208,8,5.134615385,0.004807692,0.0893201,1.9844479
7769,www.law.cam.ac.uk,nonspam,621,8,4.971014493,0.173913043,0.140644,2.53625171
7770,www.law.cf.ac.uk,nonspam,39,3,6.128205128,0,0.0500419,1.425641026
7771,www.law.ed.ac.uk,nonspam,351,4,5.128205128,0.270655271,0.132236,2.18819939
7772,www.law.ex.ac.uk,nonspam,576,9,5.118055556,0.102430556,0.25637,2.273548387
7773,www.law.gla.ac.uk,nonspam,35,2,4.628571429,0.114285714,0.269103,1.238993711
7774,www.law.hull.ac.uk,nonspam,349,3,5.501432665,0.395415473,0.138929,2.329568789
7775,www.law.man.ac.uk,nonspam,423,3,5.257683215,0.078014184,0.226454,2.315835521
7776,www.law.manchester.ac.uk,nonspam,423,3,5.257683215,0.078014184,0.226454,2.315835521
7777,www.law.mmu.ac.uk,nonspam,217,9,5.202764977,0.175115207,0.0697559,2.058103976
7778,www.law.qub.ac.uk,nonspam,81,6,4.75308642,1.148148148,0.0202738,1.522875817
7779,www.law.warwick.ac.uk,nonspam,218,3,4.899082569,0.155963303,0.183316,1.99689441
7780,www.lawcom.gov.uk,nonspam,224,2,4.808035714,0.40625,0.147292,2.088282504
7783,www.lawreports.co.uk,nonspam,312,4,5.131410256,0.067307692,0.151552,2.104510451
7785,www.lawscot.org.uk,nonspam,199,0,5.251256281,0.331658291,0.135223,2.130136986
7786,www.lawsociety.org.uk,nonspam,8,2,4.5,0.125,0.164384,0.556962025
7787,www.lazybeescripts.co.uk,nonspam,237,18,5.181434599,0.371308017,0.22462,2.606761566
7789,www.lbbd.gov.uk,nonspam,566,7,5.381625442,0.397526502,0.154973,2.221402214
7791,www.lbec.org.uk,nonspam,289,0,5.595155709,0.01384083,0.161652,1.879684418
7792,www.lbhf.gov.uk,nonspam,392,0,5.403061224,1.168367347,0.112996,2.098662207
7793,www.lboro.ac.uk,nonspam,22,3,4.272727273,0.045454545,0.302251,0.950819672
7794,www.lbwf.gov.uk,nonspam,374,4,5.312834225,0.852941176,0.103635,2.15419708
7796,www.lcc.arts.ac.uk,nonspam,280,4,5.589285714,0.164285714,0.153041,2.44047619
7798,www.lcd.gov.uk,nonspam,20,2,3.55,0.1,0.212575,0.798245614
7800,www.lcptraining.co.uk,nonspam,38,3,4.105263158,0.026315789,0.124402,1.168674699
7801,www.lda.gov.uk,nonspam,389,6,5.195372751,0.637532134,0.17367,2.308429119
7802,www.ldb.co.uk,nonspam,854,14,5.583138173,0.31264637,0.188228,2.31453273
7803,www.ldu.leeds.ac.uk,nonspam,420,3,5.657142857,0.176190476,0.25609,2.472148541
7805,www.learn.co.uk,nonspam,10,2,5,0.1,0.324675,0.697674419
7808,www.learnenglish.org.uk,nonspam,851,4,6.152761457,0.042303173,0.0748685,3.082025316
7809,www.learning.ox.ac.uk,nonspam,213,4,5.582159624,0.178403756,0.222243,2.675572519
7810,www.learning.wales.gov.uk,nonspam,2,2,8,0,0.0430108,0.310344828
7811,www.learningcurve.gov.uk,nonspam,291,5,5.024054983,0.39862543,0.108853,2.166872682
7812,www.learningdisabilities.org.uk,nonspam,508,16,5.486220472,0.273622047,0.221683,2.449814126
7814,www.learningservices.gcal.ac.uk,nonspam,164,4,5.432926829,0.359756098,0.179492,2.221052632
7815,www.learningservices.org.uk,nonspam,250,6,6.292,0.116,0.112389,1.937300744
7816,www.learningtrust.co.uk,nonspam,701,10,5.154065621,24.91155492,0.0573528,2.67617866
7820,www.lec.lancs.ac.uk,nonspam,321,4,5.753894081,0,0.141079,2.366812227
7821,www.ledas.ac.uk,nonspam,646,3,4.962848297,0.094427245,0.115866,2.729978738
7822,www.leeds.ac.uk,nonspam,71,3,5.394366197,2.732394366,0.0319326,1.523489933
7823,www.leeds.gov.uk,nonspam,340,3,5.076470588,0.776470588,0.0945961,1.949056604
7824,www.leedsfans.org.uk,nonspam,3,1,4.666666667,0,0.00830368,0.288135593
7826,www.leedsmartialarts.co.uk,nonspam,38,14,4.605263158,0.368421053,0.224072,1.45890411
7827,www.leedsmet.ac.uk,nonspam,495,5,5.242424242,0.141414141,0.119053,2.31981982
7829,www.leedsmetsu.org.uk,nonspam,853,8,4.841735053,0.137162954,0.116723,2.654768247
7830,www.leedsnemethodist.org.uk,nonspam,127,2,4.929133858,0.440944882,0.0749701,1.891959799
7831,www.leedstrinity.ac.uk,nonspam,263,11,5.703422053,0.201520913,0.109107,1.989841986
7833,www.legalday.co.uk,nonspam,15,9,5.266666667,0,0.127419,0.903846154
7834,www.legalservices.gov.uk,nonspam,444,9,5.657657658,0.123873874,0.158626,2.528656972
7835,www.legislation.hmso.gov.uk,nonspam,10,2,5,0.1,0.337838,0.697674419
7837,www.leicester.gov.uk,nonspam,392,9,4.701530612,0.155612245,0.0587298,1.95709282
7838,www.leicestershire.gov.uk,nonspam,396,4,5.118686869,0.297979798,0.130119,2.076263925
7839,www.leics.gov.uk,nonspam,396,4,5.118686869,0.297979798,0.13027,2.076263925
7840,www.leics.police.uk,nonspam,226,2,5.14159292,0.221238938,0.139429,1.938547486
7841,www.leisure.birmingham.gov.uk,nonspam,226,7,4.831858407,0.044247788,0.0833206,1.882857143
7843,www.leisureconnection.co.uk,nonspam,384,5,5.15625,0.0234375,0.186073,2.331360947
7844,www.leisuredirection.co.uk,nonspam,2022,0,5.035608309,0.100890208,0.109094,2.779954442
7845,www.lel.ed.ac.uk,nonspam,144,4,5.604166667,0.194444444,0.316099,1.846601942
7846,www.leonardslair.co.uk,nonspam,622,9,4.389067524,0.718649518,0.148515,2.21986755
7850,www.letsgothere.co.uk,nonspam,343,11,4.731778426,1.699708455,0.0987406,2.102673797
7853,www.level80.co.uk,nonspam,550,16,4.647272727,1.78,0.146258,2.319641524
7854,www.leverhulme.org.uk,nonspam,557,5,5.299820467,0.118491921,0.144042,2.811698718
7856,www.lewisham.gov.uk,nonspam,10,2,4.6,0.1,0.340741,0.7
7857,www.lews.uhi.ac.uk,nonspam,5,5,5.2,0,0.049904,0.462686567
7859,www.lexus.co.uk,nonspam,33,3,5.303030303,0.212121212,0.0295508,1.202312139
7860,www.lfcs.inf.ed.ac.uk,nonspam,331,6,5.779456193,0.35347432,0.240236,2.189268293
7861,www.lfcs.informatics.ed.ac.uk,nonspam,10,3,5.8,0.1,0.246809,0.747252747
7863,www.lfhhs.org.uk,nonspam,625,6,5.0896,0.1648,0.230457,2.502301118
7864,www.lfshosting.co.uk,nonspam,36,3,3.555555556,0.027777778,0.348774,1.093333333
7865,www.lg-employers.gov.uk,nonspam,55,2,2.818181818,0.036363636,0.32839,1.179775281
7866,www.lga.gov.uk,nonspam,384,1,5.122395833,0.299479167,0.0908209,2.065905097
7869,www.lgu.ac.uk,nonspam,36,2,2.861111111,0.027777778,0.29683,0.992857143
7870,www.lhc.org.uk,nonspam,414,6,5.115942029,0.065217391,0.231425,2.215223097
7871,www.lhi.org.uk,nonspam,436,6,5.626146789,0.149082569,0.0994406,2.635948905
7873,www.lib.cam.ac.uk,nonspam,466,6,5.847639485,0.300429185,0.147027,2.458397535
7874,www.lib.ed.ac.uk,nonspam,291,4,5.652920962,0.364261168,0.0717964,2.299287411
7875,www.lib.gcal.ac.uk,nonspam,10,2,5,0.1,0.290698,0.697674419
7876,www.lib.gla.ac.uk,nonspam,356,3,5.258426966,0.252808989,0.0790641,2.287474333
7877,www.lib.ox.ac.uk,nonspam,180,3,5.922222222,0.538888889,0.17835,2.178321678
7878,www.lib.strath.ac.uk,nonspam,127,7,6.118110236,0.291338583,0.0884966,1.923404255
7879,www.lib.uea.ac.uk,nonspam,110,4,5.381818182,0.218181818,0.0907697,1.625
7880,www.libdemmeps.org.uk,nonspam,1003,7,4.886340977,0.226321037,0.207705,2.622834296
7881,www.libdems.org.uk,nonspam,181,4,5.20441989,0.79558011,0.0630818,1.701515152
7882,www.liberty-human-rights.org.uk,nonspam,226,8,5.265486726,1.938053097,0.0713344,1.890520694
7884,www.library.dmu.ac.uk,nonspam,309,10,5.126213592,0.074433657,0.141315,2.237588652
7885,www.library.ex.ac.uk,nonspam,416,7,5.338942308,0.365384615,0.19744,2.275237274
7886,www.library.manchester.ac.uk,nonspam,221,5,6.022624434,0.511312217,0.116113,2.351515152
7887,www.library.mmu.ac.uk,nonspam,188,3,5.845744681,0.840425532,0.145332,1.95
